Date,AAPL,NXPI,NVDA,NFLX,MU,MSFT,MRVL,MNST,META,MDLZ,MCHP,MAR,LULU,LRCX,KLAC,KHC,ON,ORLY,PANW,PAYX,XEL,WDAY,WBA,VRTX,VRSK,TXN,TSLA,TMUS,JD,SIRI,SGEN,SBUX,ROST,REGN,QCOM,PYPL,PEP,PCAR,SNPS,ISRG,INTU,INTC,CMCSA,CHTR,CDNS,BKNG,BIIB,AVGO,ANSS,AMZN,AMGN,AMAT,AEP,ADSK,ADP,ADI,ADBE,COST,CPRT,CSCO,ILMN,IDXX,HON,GOOGL,GILD,FTNT,FAST,EXC,EBAY,EA,DXCM,DLTR,CTSH,CTAS,CSX,CSGP
2021-11-02,0.007090839866047198,0.006946855898088007,0.021981571680538665,-0.005077702738933289,0.0008480338216065621,0.011351132872330525,0.013682141012516056,0.005018981168988066,-0.005774639701648092,0.007360682270906626,0.024153076888388643,-0.010997801646274237,0.012474195110881384,0.002580294615776807,0.022081261895051222,0.009484024059546977,0.03835300507808991,0.002208192455686822,0.00029506999662432155,0.014937270934230563,0.00325058446137645,0.011081468092933977,0.009046080518562883,-0.02181111617664574,0.001769169577372068,0.009925379176418237,-0.03074274797958024,-0.0005179794438985804,-0.02205967406053543,0.0015910246751014434,0.01047074367726191,0.01491546514566541,0.00463802078345657,-0.0005947240530633537,0.0031105846000689715,-0.007900340799639612,0.00913598036162224,0.006237982187174202,0.01010522786892581,0.014928978367681417,0.01561332270027964,0.006236934533731528,0.007244906307431015,0.014975857614322631,0.00978860511622435,-0.014508080126096577,0.0015056782931686054,0.016937407460064485,0.020326519431123017,-0.0016167159617979095,0.021083320787565377,0.012111722496223644,0.0019948969932841922,-0.00028573439966143914,0.013547895290284068,0.016717625204560105,0.000312372642414461,0.010355379807312883,-0.0034997348374375755,0.026733957145180835,0.0009832105258700075,-0.06050554267204019,0.006485917401012455,0.013397940493939556,0.003953319268320201,0.01324073719545213,0.011208537738163025,-0.0027874521189676974,-0.018519104080300934,-0.011350057041854782,0.019528439903954874,0.005312662410146439,0.00791726546863645,0.010623174588543808,0.0,-0.00046988036839455525
2021-11-03,0.009751087449803362,0.043668502557810476,0.0074340404355066345,0.015476048765313397,0.006901139444537182,0.0026081072289009643,-0.009485643848018463,0.016512127514897456,0.010732280193536097,0.01584506414025717,0.01248846947882643,0.027544319773249084,0.0060936468433287075,0.012391793003196665,0.012576589298061318,0.009127488282753223,0.012349041142272662,0.0007564868664422021,-0.018860556600739195,0.00016200376455922659,-0.018876016543042138,-0.0079967590190308,0.03052400418519391,0.041412851563657004,0.023513805024203954,-0.0007925239165387794,0.03509368755165895,0.05166454900845416,0.008145247930190934,0.03130153183913826,0.033881241925157096,0.010354436192427707,0.02406621285448602,0.020653404201346395,0.023748847854838297,0.0040013890625431375,0.009540101461646366,-0.012625542788881268,0.0006600696869982351,0.003103083807469128,0.0072183863319947444,0.010573572197493388,0.0058719222969672025,0.016069715261978285,-0.014805743885278628,-0.007567798027615037,0.02564888472928628,0.009820007620256397,0.0017943958234594374,0.021279781969291613,0.01790097088765493,0.010846624260217253,-0.004347213509555077,-0.021018336096148085,0.002572580330405888,0.004821476691099851,0.022816976617790457,0.010687343935214668,0.011040604708948683,0.0005205728952137487,0.005640723081609062,-0.002697510052337838,0.0072523955466616274,0.007982168054925078,0.022654758530167206,0.004526538518501716,-0.0026156760991322375,0.005751998054945095,0.00731606192136633,-0.004791189586286104,-0.03160552150332563,0.017095939576129104,0.013016038486540997,0.005955005768183541,-0.00028024746418227916,-0.008140225995664201
2021-11-04,-0.0035047319903653363,0.015998669233564567,0.11370588359212429,-0.029323395579271615,0.013799025678084874,0.00727881674233881,0.03253375144437561,0.005254142166865019,0.012674929537104432,-0.004018362163527567,0.03872883271837744,-0.0026779769275196456,0.013724145989552574,0.02937169692959995,0.03839757623369725,-0.006165318090854136,0.03415508535765713,0.019595331266443708,-0.01033464413980763,0.002346465735344077,-0.006794562743707928,0.005246524270045452,0.0056714417048962015,0.026822726809531447,0.010722212690338523,0.01009741342446743,0.01313564628546233,0.00580564264437585,-0.013114225164572836,-0.012132602391989615,0.012983671874872248,-0.004003977711678735,0.0022134610180238783,-0.00687833379808359,0.11983510356831048,-0.009420059337628984,6.066585333164561e-05,-0.010328373942196626,0.02461871700376589,0.00504965710916161,0.004501165140643903,0.005341247577390168,-0.004163593560983102,-0.009386292386549396,0.03739122420398395,0.0006895790018311664,0.00292859967963628,0.011457702673268037,0.06320439553639812,0.02711146442608225,-0.014778890127018145,0.050406774530586416,-0.012320799023268394,0.03379671344363455,0.001947054944502909,0.010736130685744812,0.028438827720053038,0.026112898587283478,-0.002764881557864506,-0.009236024537716237,0.005371962679601589,0.022598659097736905,-0.0013922282119028422,0.01132389118248928,-0.0140425398224826,0.02537841383758423,0.02176249730912999,0.0011093901254524729,0.010940794740708845,0.021136712286317763,0.016134056415847083,-0.04699515708485502,-0.0013821017284989454,0.006078321514313906,-0.007031060597640008,-0.002490650494585845
2021-11-05,0.0035758486948431014,0.022503404473715877,-0.0016457317307157875,-0.034520905328901376,0.00936909083196502,-0.0011299945229372172,0.0044629134354584425,0.04292502864872281,0.015599000732170978,0.002734283293679915,0.03367639959260275,0.021224737352046864,-0.012804758997312123,0.0199097798049909,0.018527947517696458,0.017326843361790148,-0.012270084724285538,0.00661981572628725,-0.0001012298219099278,0.0071666902579409315,0.011508078558151433,-0.0019296957574466002,0.013840509567875964,-0.0070273661042338205,-0.009323183952850445,0.011911385224737009,-0.006378469186125081,0.0001630249725712634,-0.03458879115724239,0.0031248801379835877,0.008999859376095829,0.041477945934894796,0.01736688333020961,-0.05733922318502654,0.043373331549533475,-0.010749012928536974,0.010233003111371385,0.004677563565264051,-0.0028426212790078633,0.004476382552991328,-0.01723296573582661,0.012051939094547702,0.02194596638014177,0.0047259410266412725,-0.008725850025041946,0.07200921747214185,-0.006188687042346676,0.01860021273784676,-0.008032758801593569,0.012004091021206855,-0.0054118160226558215,0.020830147371255235,0.013615334914138046,0.017250075370468108,0.014963516589707463,0.018909474889166528,-0.016996289583347843,-0.004860433515130743,-0.008990128841099706,-0.0008756380477857946,-0.032992068747077795,-0.004008268449119686,0.01591829879288461,0.003934470234312247,-0.0022593665348668713,0.00821085941772644,-0.005138821707038762,0.0005544446309308483,-0.009351475802897897,-0.020635352291214087,0.008915104756364185,0.017701203301213313,0.004640848373520046,0.003082093063915365,-0.0005650198086818106,-0.011465539309392427
2021-11-08,-0.005568186644113909,-0.005230977816258976,0.034748327356789906,0.008834738468725397,0.022241227798337586,0.0027634512315929905,0.015739651769430478,-0.008769051329156279,-0.007385130338037224,-0.0061221226406544945,-0.018714171729159432,0.0046428771951016095,-0.0037899279430107674,-0.0027873427628891476,-0.009378404063131314,-0.017057979598867123,-0.0069580228017838384,-0.004586800740176549,0.04653288061580797,-0.011621449704548325,-0.016753980325559196,0.009645650827530753,-0.0059940234348453605,-0.0032201667642746024,0.0014902342258212877,-0.005391909488776542,-0.04961124617557858,-0.014864952134506676,-0.0012899701070624439,0.007770178410392078,-0.002623158727798406,-0.015081906511248173,-0.008645741059310092,0.018213043471500694,0.017149598959416028,0.015993308445091177,-0.021740547349664074,-0.011960048691451584,0.00631896216779496,0.001287022383404838,0.00042274586534223096,0.012296393591098154,-0.007635659171645671,0.008465179263327566,0.0069421702728330505,0.007944826621464772,-0.02169180926496089,5.381492379211097e-05,-0.0010824968215393301,-0.008564519878774466,-0.011290514661918131,-0.002155028504853479,-0.013496147486980989,0.013923382675902417,-0.009232581960434059,0.001519090692948196,0.004967195444646665,-0.018310526879964907,0.0016229027741422317,-0.001227353562286286,-0.014710557305030673,-0.005017275763604421,-0.001460990124303779,0.0012018199730031306,-0.005291205397406562,0.028887881119984905,0.0,-0.0190199397440205,-0.024242831681190707,-0.010153831015831909,0.0025617943683422448,0.005982104770890317,0.003248259909575702,-0.011584060229636473,0.0016932197793804045,-0.0021645066832913233
2021-11-09,0.0024564349919082387,-0.00914152849876487,-0.004783534485479195,0.006944863651422312,0.01371984267283089,-0.0030907957960143754,-0.0008222442536995721,0.010186848428481417,-0.009644134889480363,0.005800909286695368,-0.014962227863443301,-0.02173202540891084,0.008757132287927929,0.020862234546335342,0.010289719690319735,0.004024083467682568,-0.008895037248483473,0.01296744953442077,-0.009673568588044064,-0.0017874492075225857,0.013614212424864519,0.0025588112830135326,-0.01616205252143086,-0.00594804745002973,0.006400668915177604,-0.008195425515531235,-0.12772318728902385,-0.00830845586124017,-0.0036208969615145067,-0.004654874092970197,-0.02392331404608618,-0.00898442821561895,0.005464741960181313,-0.010443293709149098,0.005351934842766867,-0.1104977220479413,0.006627048400268985,-0.010285645472052346,0.015481322547989798,-0.003481559826617967,-0.004022714003477109,-0.0068127072324394205,0.004848971812183548,0.0016241656629190145,0.017311843089613258,0.0031542193439880943,-0.009839275198649662,-0.0020596189120684265,-0.0006894653910708608,0.024699674045048896,0.0016073859234651939,0.02153665783921643,-0.0009627956158810415,0.001002282865668723,0.007488777930284031,0.0029232108450123763,0.0028486508542350858,0.009678965868894157,0.0014907202647399494,0.007689513880293704,-0.017103026197210755,-0.007835623178994057,0.008909060718037256,-0.0007551820280412226,0.0027246503011174325,-0.006083596290362983,0.01008114812486674,0.018096081247833067,0.002707897189929132,0.01172886191713285,-6.284876395510675e-05,0.004418183575004259,0.004232129408983581,0.00020608557000981558,0.0019713474292126667,0.0021645066832913966
2021-11-10,-0.019349267344068444,-0.031385387393752275,-0.039861612044119164,-0.013938390281830085,-0.029263776749924277,-0.015448533578728833,-0.027379905734516975,0.0023947025063762047,-0.023318896034523386,0.007841863619180892,-0.02392095656423389,-0.0232083816406175,-0.02777238697581436,-0.02627836904667885,-0.031068936171866006,0.0037412424986791,-0.023996996791197336,0.007000010860057373,-0.025962624626794724,0.0011377781918904672,0.012344797704735025,-0.008451866880548595,-0.0026510484476708327,-0.016781357799267028,-0.01148548876731878,-0.019957626335451787,0.04251283809069096,-0.002589680690868284,0.007100055592937473,0.0015539014824175375,-0.029262927640189586,-0.003437718284239518,-0.005043274744879191,0.009511524343421668,-0.04251278415398315,-0.003804319975976204,0.0032359237384301394,0.016227586455289454,-0.030909872397826426,-0.012879520705616529,-0.014465033497150346,-0.008630946480811034,0.007783342626378066,0.0070694968720021,-0.02717966121673783,-0.030059841954617146,-0.011546635112764122,-0.016321018371938268,-0.03333516145586032,-0.026687971077505174,0.007060169057601251,-0.03841499339392176,0.013634753934693437,-0.027296927298420662,0.0019178444529813151,-0.0226325830484295,-0.031049586725389194,-0.006310313977624318,-0.015929225558903717,0.005728877533453324,-0.024866498635974392,-0.01091338089363705,-0.006015328239519752,-0.020522335319904796,0.017532435513481052,-0.046620864629149654,0.0006799680927022662,0.006633374783309014,-0.009919187417721279,-0.003655030721007189,-0.026451485762129835,0.004219615828516852,0.001737385767371526,-0.006981677363611965,-0.0019713474292126355,-0.012571190832958616
2021-11-11,-0.00033796816219772846,0.022524618692978244,0.031114101865907653,0.016359315886377637,0.015409708013938048,0.0049154038816337405,0.033939321549250785,0.0031478266007076198,0.0003050919648697526,-0.004153453553526579,0.030891502991873893,-0.025924883986333302,-0.00957866944443768,0.012989289830365526,0.0206580403820991,-0.005617125709015857,0.023996996791197295,-0.004454470194967825,0.017258419121670192,0.0023528088224011915,-0.013918545618483666,0.01443088742502915,0.019614281599482124,-0.010915665939475325,-0.0038894273691892265,0.008412912765604724,-0.004166195376866496,-0.009074945160806341,0.07982495201288788,0.01998549019671489,-0.017436426297216787,-0.016111427966417652,-0.027335755505677916,0.007110632352463636,0.028501063131577443,-0.012836139664706482,-0.008263577083363269,0.005351222417915676,0.007964355048685265,-0.024498555017897345,0.004773516740334132,-0.00454133561332351,-0.009459225387119909,-0.010089916791077359,-0.0014096024776175805,-0.035948899312162406,-0.0013495235471290595,0.0120092380192348,-0.018636394583534603,-0.0027463665972794556,-0.007768989169785394,0.023004865975254096,-0.018826496257624045,0.014495229317359812,-0.004757827910492431,0.012309231754953113,-0.0067097451590135805,0.013108323775933812,0.0015123837873096846,-0.017637760481680906,-0.0012713646733366873,-0.011927614982000559,-0.019713042491697523,-0.0008708696046305076,0.001632760350645451,0.011103863841308802,0.007447534096626561,0.004580784003095877,0.0009554387730560351,0.036447123095117905,0.026985095603135587,0.017407180603735927,0.005194313575001399,0.0001843787694900509,-0.009916681066730354,-0.006835099923075166
2021-11-12,0.01423503663480202,-0.005859241152727055,0.0,0.03735720913083823,0.036224185071701664,0.012822479138927735,0.0008167658384700085,-0.00227851333946112,0.0393393062479717,0.004950247557942849,-0.001798308036642891,-0.0024891379814597782,-0.000905495183872616,0.017316912946361715,0.0037331880925423567,-0.0016108011232882358,0.006849302697759822,0.0060119859169747575,0.014271160746708759,0.009677501231592897,-0.005843747009810199,0.004090059505798137,0.001575804271889262,0.007610703544100681,0.015282421993272956,0.007816442911119267,-0.028701065279561472,-0.0019433351375789504,0.020570822867842755,0.006069738215309023,0.009147288040027861,0.002509379142632333,0.000259691453731978,0.007250552435923662,0.0031576879153004927,0.030563167734444056,-0.00024589433794789485,-0.0011124418901657875,0.019349788174334217,0.011732788118592673,0.032615936742806814,-0.004363343359071841,-0.0029862996009988717,-0.0070254508442535646,0.02347673403493343,-0.011110176785725569,0.014376356920042905,0.013981572273005448,0.01649485713921945,0.015048234458080111,-0.000803901333954981,0.0187957093020157,-0.007167611923489594,0.012558843437368423,0.010359523386705906,0.00918749086633298,0.022187758201282833,0.009695532150380071,0.02248010138599893,0.0010564946371084626,-0.004449575834495728,0.021123192476147665,0.006224668422526926,0.019776861396788345,0.0007410822857471472,0.015580886235571674,0.015727419393904766,0.0015269284420961781,0.008287461478176465,0.006830371386318841,0.014284261447585059,-0.004411901552614313,0.011162264510378692,0.012734973372983667,0.003127309443913476,0.014710605910794355
2021-11-15,6.68938970050365e-05,-0.009873012492270792,-0.012083305981513835,-0.004816621285908405,-0.006750121055848762,-0.0019323272362250655,-0.007650448588886485,0.010158981283889758,0.019377417377405573,0.001114420665762411,-0.0016809390310233052,-0.00512566408084352,0.020491658450621755,0.009309365014442926,-0.000532373738929674,0.010689654375238165,0.010186884233373467,0.001201209474617818,0.00557466193881281,-0.0009635015526400388,0.018519185453194788,-0.002871401608811265,-0.006480424999540168,-0.0022985052631537715,0.008105138423154367,-0.0044816562677417295,-0.01957254315692035,-0.003982897783681619,-0.01559508081678479,0.003021186063800603,0.020294308707889282,0.0013416636908838667,-0.00043290174494341253,0.025851123831482595,0.021413238166991703,0.02015081143811775,0.007045552165616629,-0.002797185420312724,-0.0036376555727524284,-0.003867371010473338,-0.0013565282189512261,0.00019867062802940267,-0.0022454407094813188,0.005150992667087965,0.004948022077686617,-0.01920716181901044,0.00512685179567415,0.004517558358196397,0.006639096822591041,0.005806911669058077,-0.010694827437594626,-0.003513513748621593,0.010430585731446923,-0.008936914424771061,0.009181311903391803,0.0014601062675315079,0.0032338241899895104,0.005245523830710902,0.005637819427068546,0.007888472332816263,-0.011831378398667066,-0.014786052203209879,0.00035971850423113084,-0.0015212060463628515,-0.004158053424931842,-0.020789131115473564,0.0066179749810178325,0.0067783943750796445,0.004050879498801908,-0.029020074992816697,-0.007155559501529431,0.1334981804582437,-0.00036608145754793767,0.0007521359182710921,-0.0011361126253548297,0.01139985896525082
