Date,AAPL,VZ,V,UNH,TRV,PG,NKE,MSFT,MRK,MMM,MCD,KO,JPM,JNJ,INTC,IBM,HON,HD,GS,DIS,CVX,CSCO,CRM,CAT,BA,AXP,AMGN,WBA,WMT
2021-11-02,0.007090942754459327,-0.0072025702974480915,-0.015749962161558127,-0.004568677131359185,-0.008089732920159064,0.009905835505864763,0.008977576084650347,0.011350945271077507,0.013344092445972476,0.013221071607944914,-0.0053618572631683745,-0.0012471202598521162,0.003938289423234343,0.015641775166029246,0.00623677062495092,-0.000792251885403003,0.006486062045945875,0.002207737609045269,0.017013066915996695,-0.002117526853395977,-0.006130643097871236,0.02673402752069099,0.000627370988577806,0.008436444177542397,-0.008470847575992061,-0.005987776601308698,0.021083244735429007,0.009045991343477349,-0.0004671900015297911
2021-11-03,0.009750984561391365,0.007013558983901666,-0.00498511541321165,0.011634522140363016,0.008963745412180622,0.006848677815094247,0.027445665245519175,0.0026082004971659687,-0.003826783069847675,0.0014276433346500001,0.004643243886076142,0.0033812129992790278,0.00035166750319185906,-0.003205745815349529,0.010573653896315972,0.007500755065509813,0.007252466882325844,0.004563647561671674,-0.014137537973107451,0.0014709778611116569,-0.007229947027334316,0.0005204321808145965,-0.0001980640305372719,-0.01738663049814678,0.0028628464806817475,-0.0032388551236227363,0.01790104693979149,0.03052408990051685,0.0030676897594531212
2021-11-04,-0.0035047319903653363,-0.02080424750603131,0.003262363642262814,-0.0012470889437089417,-0.023679091861338465,0.0018595188270396188,0.01689987255510043,0.007279001443657835,0.0207575700010311,-0.008929489281858178,0.012146494912487225,0.0054919242171509045,-0.013222484962154776,-0.0027905655044754424,0.005341247577390168,-0.005686733129602998,-0.001392370982621284,0.008662228498622082,-0.0238034669787128,0.0011752084316710085,0.00441476079585408,-0.009236025190377315,0.016859920756358195,0.00019634754486531157,-0.001641641514574475,-0.00046373294758282315,-0.014778814311957909,0.005671441220143007,0.0072978588096007406
2021-11-05,0.0035758486948431014,0.007493554853017201,0.03709438772861054,-0.002082058580133823,0.019614565475775208,0.004942573468603474,0.011729901995177181,-0.0011301792242563008,-0.10384006229242224,0.006567244676567666,0.004919465633147956,0.0042314608494893186,-0.0014271236449195739,-0.007133748646720118,0.012051939094547702,0.022581327489771926,0.015918370227938818,-0.010208207268187844,-0.0024290088503767,0.030935403444190997,0.010777552269628596,-0.0008756381099757456,-0.0025679239645550645,0.011185534074229994,0.052264552367387564,0.0238256963629868,-0.005411815611246458,0.013840508396367138,-0.006965046662322637
2021-11-08,-0.005568186644113909,0.0017214189932703548,0.017476804613682638,0.014829930652562086,-0.005654987218956768,-0.007491800232182163,-0.032404831013938866,0.002763359031648452,0.013025882191388312,-0.0014312066159940743,-0.006340860710584931,-0.009013175517786215,0.005992055023993458,-0.0034323611008781735,0.012296393591098154,0.007495608938469481,-0.0014609197145836227,0.0005154468351344034,0.0030904789752177453,0.007035434604570944,0.0035670729494358174,-0.0012272825085460801,0.008781480881783547,0.03985009714923808,-0.007961817075227846,0.018837864622019227,-0.011290513796405237,-0.005994192058339239,-0.00641056538985186
2021-11-09,0.0024565371922038504,-0.0017214189932702759,-0.03273083816475968,0.0037325349358938234,-0.00822542504045827,0.003030854272296664,0.01139817831367301,-0.0030907960814264518,0.00048383912567311977,-0.0011574469440105617,-0.0017795897036313297,0.002836521993917854,-0.007599934906855164,-0.002212875694745283,-0.0068127072324394205,-0.016820941598646836,0.008908990308317096,0.005573447196127085,-0.007349313084154118,-0.0100006204705728,0.007354706593792513,0.007689655072398448,-0.0008068811478961856,-0.020941295307018076,-0.008523737310211546,-0.0010557974588958593,0.0016073088314826098,-0.016161967956997765,0.0034772534846503386
2021-11-10,-0.01934926534731214,0.006867638925045957,0.011876751950108304,-0.009629466131026275,0.005196123479670907,0.009787530128212032,-0.03250997115968191,-0.015448253242972432,0.015474392927395315,0.0059931532951641,0.0018980954913226501,0.0040630898405229045,-0.000954114292446946,0.010771838504763005,-0.008630946480811034,-0.005226630279599765,-0.00601525803325216,-0.005600683853223429,-0.015488710880196098,-0.0037762012301546756,-0.01607693442150648,0.005728666148568743,-0.03295443415946074,-0.015079004847549475,-0.010425978578221605,0.008470416326410912,0.007060169057601251,-0.002651134618082235,-0.009053259225324364
2021-11-11,-0.00033807235924975773,-0.002855868969181797,-0.024133743846128913,-0.005472644570861896,-0.0024676720451776244,-0.0028647020522995143,-0.007696174592825798,0.004915216031233954,0.00011896995211587902,-0.012188715025327632,-0.01180251829824863,0.0003526542660643263,-5.947500400310825e-05,-0.007393145443753192,-0.004541255554525155,0.0004156128519375425,-0.01971318430194842,-0.002580663457689223,0.008035253684016115,-0.07336302922065946,8.759849523482081e-05,-0.01763776173070714,0.010984918970508213,0.008959660665252911,0.004019393704870504,-0.0004961310358203866,-0.0077689121470441574,0.019614367769893327,0.00040402042745054485
2021-11-12,0.014235242152859059,-0.0020993016511127644,0.007905027322945745,0.0034918896232605046,-0.0026013084739161113,0.0010924705027614988,0.01261678422914571,0.012822386865060218,-0.00023795405976533696,0.018963321013430675,0.0020365119499378545,-0.0022937991384940457,-0.004484822729589948,0.011887927350306008,-0.004363423417870248,-0.010951826737486112,0.006224811186161787,0.013509000946941276,0.0063675066665078986,-0.015416453053826766,0.0006130466937422182,0.0010564947125467567,0.012040179177063497,0.003542270454831956,0.007176311805455367,0.003249004803777061,-0.0008039783566962228,0.0015757199082261516,-0.004995606010963582
2021-11-15,6.668837894779916e-05,0.0011456124305776229,0.0009898401013780384,-0.018004619409862505,0.004057338789120165,0.005714883204562135,-0.0014202845873206751,-0.001932142510022808,-0.0036973887995077827,-0.0019076474065526392,0.009015106312268381,0.00017657797652025076,-0.001799673425393511,-0.009070648999870166,0.00019875102094175408,-0.0007568617028339611,0.00035964734457984084,-0.004168434057689598,-0.00024703661639629946,-0.007545858707749346,0.022420320288035037,0.007888543699184214,-0.0037899992835448764,-0.007482310625650626,0.05344290932146874,0.00679418136565151,-0.010694827437594626,-0.00648025572373333,-0.005769208866479828
