Date,AAPL,ABNB,ADBE,ADI,ADP,ADSK,AEP,ALGN,AMAT,AMD,AMGN,AMZN,ANSS,ASML,AVGO,AZN,BIIB,BKNG,BKR,CDNS,CEG,CHTR,CMCSA,COST,CPRT,CRWD,CSCO,CSGP,CSX,CTAS,CTSH,DDOG,DLTR,DXCM,EA,EBAY,ENPH,EXC,FANG,FAST,FTNT,GEHC,GFS,GILD,GOOG,GOOGL,HON,IDXX,ILMN,INTC,INTU,ISRG,JD,KDP,KHC,KLAC,LCID,LRCX,LULU,MAR,MCHP,MDLZ,MELI,META,MNST,MRNA,MRVL,MSFT,MU,NFLX,NVDA,NXPI,ODFL,ON,ORLY,PANW,PAYX,PCAR,PDD,PEP,PYPL,QCOM,REGN,ROST,SBUX,SGEN,SIRI,SNPS,TEAM,TMUS,TSLA,TTD,TXN,VRSK,VRTX,WBA,WBD,WDAY,XEL,ZM,ZS
2021-11-01,147.25636291503906,174.60000610351562,640.2000122070312,168.67703247070312,213.4863739013672,315.010009765625,79.24393463134766,661.4600219726562,137.03195190429688,125.2300033569336,196.4501190185547,165.90550231933594,376.44000244140625,789.3052368164062,499.3177185058594,59.747615814208984,272.1000061035156,2489.68994140625,24.686872482299805,173.83999633789062,,671.3699951171875,49.45844650268555,485.81878662109375,38.64250183105469,269.1700134277344,52.77498245239258,85.1500015258789,34.78324890136719,422.0448303222656,75.58184814453125,165.1999969482422,110.76000213623047,156.8175048828125,140.10887145996094,73.43872833251953,239.52999877929688,36.03279495239258,100.8052749633789,54.03415298461914,64.8219985961914,,53.869998931884766,60.37807846069336,143.7740020751953,143.4969940185547,210.9827117919922,666.47998046875,416.79998779296875,46.401885986328125,600.7382202148438,355.0299987792969,79.27729034423828,34.7861213684082,33.72408676147461,370.9425964355469,36.529998779296875,558.20751953125,458.8800048828125,159.56265258789062,74.36616516113281,58.18263244628906,1489.6600341796875,329.9800109863281,42.72999954223633,337.1700134277344,68.30926513671875,323.5090637207031,69.69384765625,681.1699829101562,257.9053955078125,197.3233642578125,342.1288146972656,54.9900016784668,619.72998046875,169.43666076660156,115.93347930908203,56.42539978027344,93.4800033569336,152.80667114257812,231.27999877929688,128.8517303466797,639.1500244140625,111.1702651977539,105.17083740234375,178.61000061035156,5.8512678146362305,329.8399963378906,450.1400146484375,115.86000061035156,402.86334228515625,76.48999786376953,178.38839721679688,206.2269287109375,185.39999389648438,42.777610778808594,24.420000076293945,288.07000732421875,60.76922607421875,278.94000244140625,318.67999267578125
2021-11-02,148.3042449951172,172.8699951171875,640.4000244140625,171.52061462402344,216.39834594726562,314.9200134277344,79.40217590332031,667.0599975585938,138.7017364501953,127.62999725341797,200.6359100341797,165.6374969482422,384.1700134277344,795.8364868164062,507.8468933105469,60.79985046386719,272.510009765625,2453.830078125,24.77295684814453,175.5500030517578,,681.5,49.81806945800781,490.8757629394531,38.50749969482422,268.1199951171875,54.20489501953125,85.11000061035156,34.78324890136719,426.55218505859375,76.18262481689453,164.8800048828125,111.3499984741211,159.91000366210938,138.52761840820312,72.09122467041016,237.61000061035156,35.9324951171875,103.37035369873047,54.64320373535156,65.68599700927734,,56.41999816894531,60.617244720458984,145.86300659179688,145.4324951171875,212.35557556152344,627.3499755859375,417.2099914550781,46.692195892333984,610.1913452148438,360.3699951171875,77.547607421875,34.375186920166016,34.045448303222656,379.2245788574219,35.130001068115234,559.6497192382812,464.6400146484375,157.8174285888672,76.1842041015625,58.61247634887695,1508.7099609375,328.0799865722656,42.94499969482422,348.6400146484375,69.25030517578125,327.2021789550781,69.75297546386719,677.719970703125,263.6373291015625,198.69891357421875,344.0927429199219,57.13999938964844,621.0999755859375,169.48666381835938,117.67820739746094,56.778480529785156,92.27999877929688,154.2091064453125,229.4600067138672,129.25315856933594,638.77001953125,111.68707275390625,106.75126647949219,180.49000549316406,5.860584735870361,333.19000244140625,450.2900085449219,115.80000305175781,390.6666564941406,75.04000091552734,180.16778564453125,206.59210205078125,181.39999389648438,43.16633605957031,24.549999237060547,291.2799987792969,60.96708297729492,280.2900085449219,325.8699951171875
2021-11-03,149.7574462890625,172.8699951171875,655.1799926757812,172.34959411621094,216.9557647705078,308.3699951171875,79.05774688720703,673.6099853515625,140.21437072753906,130.52999877929688,204.25982666015625,169.1999969482422,384.8599853515625,813.4776611328125,512.8585205078125,61.05812454223633,279.5899963378906,2435.330078125,24.227760314941406,172.97000122070312,,692.5399780273438,50.11145782470703,496.1500549316406,38.935001373291016,270.6499938964844,54.23311996459961,84.41999816894531,34.773502349853516,429.0998840332031,77.18070220947266,162.7899932861328,113.2699966430664,154.93499755859375,137.86549377441406,72.6205825805664,236.5800018310547,36.139774322509766,100.98590850830078,54.50046157836914,65.98400115966797,,59.0,62.006187438964844,146.7899932861328,146.59800720214844,213.90126037597656,625.6599731445312,419.57000732421875,47.18851852416992,614.6118774414062,361.489990234375,78.18183135986328,34.489864349365234,34.35762023925781,384.0240478515625,36.54499816894531,566.6279296875,467.4800109863281,162.22482299804688,77.14159393310547,59.54859161376953,1531.9300537109375,331.6199951171875,43.65999984741211,345.9200134277344,68.59652709960938,328.0566711425781,70.23601531982422,688.2899780273438,265.6045227050781,207.5680389404297,345.5011901855469,57.849998474121094,621.5700073242188,166.32000732421875,117.69727325439453,56.06612777709961,92.38999938964844,155.68731689453125,230.3800048828125,132.35951232910156,652.0999755859375,114.40756225585938,107.86235809326172,186.7100067138672,6.046931266784668,333.4100036621094,445.42999267578125,121.94000244140625,404.6199951171875,76.70999908447266,180.02505493164062,211.50743103027344,189.07000732421875,44.5042610168457,25.600000381469727,288.9599914550781,59.82706069946289,285.6600036621094,327.5
2021-11-04,149.23350524902344,178.4499969482422,674.0800170898438,174.20993041992188,217.37860107421875,318.9700012207031,78.08966827392578,679.260009765625,147.46328735351562,137.5,201.26329040527344,173.85000610351562,409.9700012207031,833.5397338867188,518.7684936523438,61.05812454223633,280.4100036621094,2437.010009765625,23.854732513427734,179.55999755859375,,686.0700073242188,49.90324783325195,509.276611328125,38.82749938964844,279.6199951171875,53.734527587890625,84.20999908447266,34.52986526489258,431.7160339355469,77.07410430908203,166.9499969482422,108.06999969482422,157.4550018310547,140.81053161621094,73.41947174072266,242.60000610351562,36.17988967895508,101.84394836425781,55.699527740478516,67.68000030517578,,62.68000030517578,61.14154815673828,148.68299865722656,148.2675018310547,213.60366821289062,639.9600219726562,421.8299865722656,47.44123840332031,617.3845825195312,363.32000732421875,77.1632308959961,34.54720687866211,34.146446228027344,399.056396484375,37.119998931884766,583.517578125,473.94000244140625,161.7909698486328,80.18780517578125,59.309783935546875,1556.489990234375,335.8500061035156,43.88999938964844,284.0199890136719,70.86492919921875,330.4532470703125,71.21192169189453,668.4000244140625,297.58929443359375,210.91555786132812,352.3748779296875,59.86000061035156,633.8699951171875,164.61000061035156,117.97377014160156,55.49003601074219,86.66999816894531,155.69676208496094,228.22000122070312,149.2103271484375,647.6300048828125,114.66107940673828,107.43134307861328,189.14999389648438,5.9740095138549805,341.7200012207031,449.1199951171875,122.6500015258789,409.9700012207031,72.43000030517578,181.85205078125,213.78746032714844,194.2100067138672,44.757381439208984,25.459999084472656,290.4800109863281,59.421939849853516,282.20001220703125,331.8999938964844
2021-11-05,149.76809692382812,201.6199951171875,662.719970703125,177.53549194335938,220.6558074951172,324.5199890136719,79.16015625,687.1900024414062,150.5671844482422,136.33999633789062,200.17703247070312,175.94949340820312,406.69000244140625,830.1192626953125,528.5079956054688,60.35026168823242,278.67999267578125,2618.969970703125,23.720823287963867,178.0,,689.3200073242188,51.010528564453125,506.80731201171875,38.47999954223633,273.42999267578125,53.687496185302734,83.25,34.51036071777344,433.0486755371094,77.43262481689453,185.50999450683594,110.0,158.86500549316406,137.93463134765625,72.73609161376953,237.89999389648438,36.199954986572266,102.77425384521484,55.414031982421875,68.23799896240234,,63.630001068115234,61.003562927246094,149.24099731445312,148.8520050048828,217.0310821533203,637.4000244140625,408.1400146484375,48.016456604003906,606.8363647460938,364.95001220703125,74.53987884521484,34.76700973510742,34.74325180053711,406.5190124511719,41.79999923706055,595.251708984375,467.9100036621094,165.2616424560547,82.9342269897461,59.47217559814453,1629.760009765625,341.1300048828125,45.814998626708984,236.99000549316406,71.18190002441406,330.0800476074219,71.88224792480469,645.719970703125,297.0999450683594,215.71568298339844,345.99713134765625,59.130001068115234,638.0800170898438,164.5933380126953,118.8222885131836,55.75020217895508,83.66999816894531,157.29818725585938,225.77999877929688,155.82447814941406,611.5399780273438,116.6697769165039,111.9810791015625,190.86000061035156,5.992706775665283,340.75,440.2200012207031,122.66999816894531,407.36334228515625,68.55000305175781,184.03111267089844,211.8035430908203,192.85000610351562,45.38115310668945,26.520000457763672,289.9200134277344,60.10972213745117,264.70001220703125,338.489990234375
2021-11-08,148.9364776611328,200.32000732421875,666.02001953125,177.80538940429688,218.62796020507812,329.07000732421875,78.0989761352539,710.8699951171875,150.24305725097656,150.16000366210938,197.9296417236328,174.44900512695312,406.25,832.9908447265625,528.5364379882812,60.254600524902344,272.70001220703125,2639.860107421875,23.81647300720215,179.24000549316406,,695.1799926757812,50.62251281738281,497.6118469238281,38.54249954223633,282.92999267578125,53.62164306640625,83.06999969482422,34.568843841552734,428.0611572265625,77.68455505371094,191.35000610351562,110.66000366210938,159.2725067138672,136.54115295410156,70.99396514892578,241.6199951171875,35.517940521240234,104.50836944580078,55.414031982421875,70.23799896240234,,59.36000061035156,60.68163299560547,149.35150146484375,149.031005859375,216.7142333984375,634.2100219726562,402.17999267578125,48.610530853271484,607.0929565429688,365.4200134277344,74.44378662109375,34.17449188232422,34.1556282043457,402.7243347167969,45.91999816894531,593.5948486328125,466.1400146484375,166.0307159423828,81.39661407470703,59.10919189453125,1650.0,338.6199951171875,45.415000915527344,244.67999267578125,72.31114196777344,330.99346923828125,73.49890899658203,651.4500122070312,307.6051330566406,214.59022521972656,348.5958557128906,58.720001220703125,635.1599731445312,172.43333435058594,117.44939422607422,55.087398529052734,83.23999786376953,153.91534423828125,229.4199981689453,158.5198516845703,622.780029296875,115.6654281616211,110.30486297607422,190.36000061035156,6.03945255279541,342.9100036621094,442.760009765625,120.86000061035156,387.64666748046875,88.75,183.04150390625,212.11941528320312,192.22999572753906,45.10995101928711,26.280000686645508,292.7300109863281,59.11103439331055,259.8999938964844,350.1700134277344
2021-11-09,149.3027801513672,194.67999267578125,667.9199829101562,178.32591247558594,220.2713623046875,329.3999938964844,78.02381896972656,711.02001953125,153.51388549804688,148.9199981689453,198.248046875,178.81149291992188,405.9700012207031,833.1085205078125,527.448974609375,59.977195739746094,270.0299987792969,2648.199951171875,24.179933547973633,182.3699951171875,,696.3099975585938,50.86857604980469,502.45159912109375,38.599998474121094,293.17999267578125,54.03555679321289,83.25,34.63705825805664,428.1493835449219,78.01402282714844,196.55999755859375,111.1500015258789,159.2624969482422,138.1520538330078,71.18647003173828,239.38999938964844,36.166526794433594,102.49458312988281,55.975494384765625,69.81199645996094,,59.83000183105469,60.84719467163086,149.24850463867188,148.9185028076172,218.65357971191406,629.260009765625,395.3599853515625,48.280487060546875,604.6557006835938,364.1499938964844,74.17472076416016,34.193607330322266,34.29335021972656,406.8896484375,44.779998779296875,606.108642578125,470.239990234375,162.46145629882812,80.18780517578125,59.45307540893555,1709.97998046875,335.3699951171875,45.880001068115234,236.85000610351562,72.251708984375,329.9720153808594,74.51425170898438,655.989990234375,306.13720703125,212.63748168945312,349.0819091796875,58.20000076293945,643.4500122070312,170.77333068847656,117.2396469116211,54.5236930847168,83.23999786376953,154.93873596191406,205.4199981689453,159.37051391601562,616.3099975585938,116.29924011230469,109.31827545166016,185.86000061035156,6.011404991149902,348.260009765625,444.5,119.86000061035156,341.1666564941406,97.08999633789062,181.5475311279297,213.48147583007812,191.08999633789062,44.386741638183594,26.649999618530273,293.4800109863281,59.921287536621094,258.3999938964844,352.6099853515625
2021-11-10,146.441650390625,192.22000122070312,647.5,174.33526611328125,220.6942138671875,320.5299987792969,79.09494018554688,689.6099853515625,147.72848510742188,139.8699951171875,199.6526641845703,174.1024932861328,392.6600036621094,801.5501708984375,518.9103393554688,60.39808654785156,266.92999267578125,2569.780029296875,23.032154083251953,177.47999572753906,,701.25,51.266048431396484,499.29095458984375,37.9900016784668,281.55999755859375,54.34600830078125,82.20999908447266,34.568843841552734,425.17059326171875,78.1496810913086,188.8000030517578,111.62000274658203,155.10499572753906,137.6480255126953,70.48384857177734,231.47999572753906,36.407230377197266,97.20613861083984,56.01356887817383,66.63200378417969,,57.720001220703125,61.92340087890625,146.62600708007812,145.89349365234375,217.34225463867188,622.4299926757812,385.6499938964844,47.86557388305664,595.9722900390625,359.489990234375,74.70323944091797,34.27961730957031,34.42189025878906,394.4423828125,40.75,590.3885498046875,457.3599853515625,158.73440551757812,78.29239654541016,59.9211311340332,1592.219970703125,327.6400146484375,45.9900016784668,228.9600067138672,70.30030059814453,324.9136047363281,72.36528015136719,646.9099731445312,294.1741027832031,206.06741333007812,342.20819091796875,56.81999969482422,647.969970703125,166.39666748046875,117.37311553955078,55.41569900512695,86.51000213623047,155.44091796875,204.63999938964844,152.7372283935547,622.2000122070312,115.71418762207031,108.943115234375,180.5,6.020753383636475,337.6600036621094,433.57000732421875,119.55000305175781,355.98333740234375,88.66000366210938,177.96018981933594,211.04356384277344,187.91000366210938,44.26922607421875,27.360000610351562,291.010009765625,60.66558837890625,251.25999450683594,337.1099853515625
2021-11-11,146.3921661376953,191.61000061035156,643.1699829101562,176.4944610595703,219.6466827392578,325.2099914550781,77.61978912353516,685.9099731445312,151.16635131835938,146.00999450683594,198.10757446289062,173.625,385.4100036621094,816.7805786132812,525.1796264648438,60.187644958496094,266.57000732421875,2479.0400390625,23.280839920043945,177.22999572753906,,694.2100219726562,50.78339767456055,505.87890625,38.04750061035156,280.9200134277344,53.395870208740234,81.6500015258789,34.22772979736328,425.2489929199219,78.55667114257812,190.33999633789062,113.58000183105469,159.34750366210938,142.7574462890625,70.55122375488281,250.49000549316406,36.57438659667969,98.66657257080078,56.432289123535156,67.3759994506836,,56.189998626708984,62.02458953857422,146.7480010986328,145.76649475097656,213.0997314453125,615.0499877929688,385.1600036621094,47.6486930847168,598.823974609375,350.7900085449219,80.910888671875,34.04070281982422,34.22908020019531,402.675537109375,44.97999954223633,598.1072998046875,453.0,154.672119140625,80.74871063232422,59.672767639160156,1577.0799560546875,327.739990234375,46.1349983215332,225.82000732421875,72.7271957397461,326.5146179199219,73.48904418945312,657.5800170898438,303.470947265625,210.7616729736328,346.5328063964844,58.20000076293945,645.0900268554688,169.2933349609375,117.64959716796875,55.713035583496094,92.87000274658203,154.16171264648438,202.02999877929688,157.1530303955078,626.6400146484375,112.5938949584961,107.20195007324219,177.3800048828125,6.14229154586792,340.3599853515625,441.5899963378906,118.47000122070312,354.5033264160156,91.55000305175781,179.4636688232422,210.2243194580078,185.8699951171875,45.1461067199707,28.229999542236328,295.239990234375,59.82706069946289,247.60000610351562,343.6199951171875
2021-11-12,148.490966796875,206.5399932861328,657.5999755859375,178.12347412109375,221.93394470214844,329.32000732421875,77.0654296875,687.7999877929688,154.0345001220703,147.88999938964844,197.94837951660156,176.25750732421875,391.82000732421875,834.6570434570312,532.5740356445312,56.246559143066406,270.42999267578125,2451.64990234375,23.299972534179688,181.44000244140625,,689.3499755859375,50.6319694519043,510.8075256347656,38.912498474121094,284.29998779296875,53.45231246948242,82.86000061035156,34.334938049316406,430.69915771484375,79.4384536743164,193.02999877929688,113.08000183105469,161.63999938964844,143.73587036132812,71.13834381103516,251.6199951171875,36.63027572631836,99.73696899414062,57.326839447021484,68.43399810791016,,55.959999084472656,62.07057189941406,149.64549255371094,148.67799377441406,214.4303436279297,628.1799926757812,383.45001220703125,47.44123840332031,618.6771850585938,354.92999267578125,82.592529296875,34.08848190307617,34.173988342285156,404.1816101074219,43.93000030517578,608.5548706054688,452.5899963378906,154.28759765625,80.60363006591797,59.968894958496094,1597.1500244140625,340.8900146484375,46.029998779296875,231.19000244140625,72.78662109375,330.7283020019531,76.1999282836914,682.6099853515625,303.470947265625,209.53038024902344,354.4776916503906,58.599998474121094,648.97998046875,171.72666931152344,118.7936782836914,55.651092529296875,95.0,154.12380981445312,208.3000030517578,157.65005493164062,631.2000122070312,112.62313842773438,107.47129821777344,179.00999450683594,6.179687023162842,347.010009765625,445.1199951171875,118.23999786376953,344.47332763671875,100.33000183105469,180.87193298339844,213.46173095703125,187.2899932861328,45.21730422973633,27.90999984741211,296.45001220703125,59.47846603393555,254.97000122070312,349.07000732421875
